录音,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,结果来源,error_code,ISR_Result,Confidence_score,Result,vadSpeechStart,vadSpeechEnd,endVadType
/mnt/sdcard/pcm/English/Album/00000001_code.pcm,1484620985234,1484620986745,1484620986730,1484620987181,MSG_Result,451,云端,0,"Play of them all the movie star burns.",none,"{""answer"":{""text"":""不会不会，惭愧惭愧。搜索一下，应该就会。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat63f487ff@ch00fb0bd8d0b83d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""Play of them all the movie star burns."",""uuid"":""d91a5ae7fbafd418ff12c98fad424644query"",""wstext"":""ｐｌａｙ/E_NN  　/W  ｏｆ/E_OF  　/W  ｔｈｅｍ/E_PRP  　/W  ａｌｌ/E_NN  　/W  ｔｈｅ/E_DT  　/W  ｍｏｖｉｅ/E_NN  　/W  ｓｔａｒ/E_NN  　/W  ｂｕｒｎｓ/E_NNS  ．/W""}
",80,2000,endAudioData
/mnt/sdcard/pcm/English/Album/00000002_code.pcm,1484620988207,1484620989362,1484620989342,1484620989742,MSG_Result,400,云端,0,"Layout and back on top.",none,"{""answer"":{""text"":""真心不懂，求原谅！或者我还是帮你搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9cb1157e@ch00c40bd8d0bb3d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""Layout and back on top."",""uuid"":""7684bbdf6c0368b354b088d06af7e716query"",""wstext"":""ｌａｙｏｕｔ/E_NN  　/W  ａｎｄ/E_CC  　/W  ｂａｃｋ/E_NN  　/W  ｏｎ/E_IN  　/W  ｔｏｐ/E_NN  ．/W""}
",90,1550,endAudioData
/mnt/sdcard/pcm/English/Album/00000003_code.pcm,1484620990740,1484620992224,1484620992201,1484620992502,MSG_Result,301,云端,0,"Layout and beautiful offerings.",none,"{""answer"":{""text"":""真心不懂，求原谅！或者我还是帮你搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9ca1fbfe@ch02f40bd8d0be3d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""Layout and beautiful offerings."",""uuid"":""b47ed4ee69a780b8232f131589204da1query"",""wstext"":""ｌａｙｏｕｔ/E_NN  　/W  ａｎｄ/E_CC  　/W  ｂｅａｕｔｉｆｕｌ/E_JJ  　/W  ｏｆｆｅｒｉｎｇｓ/E_NNS  ．/W""}
",80,2000,endAudioData
/mnt/sdcard/pcm/English/Album/00000004_code.pcm,1484620993518,1484620994747,1484620994723,1484620995124,MSG_Result,401,云端,0,"For real and burning bridges.",none,"{""answer"":{""text"":""不会不会，惭愧惭愧。搜索一下，应该就会。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9cb4417f@ch01fc0bd8d0c03d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""For real and burning bridges."",""uuid"":""b92f123ba7d816d33dbde05a55b138a1query"",""wstext"":""ｆｏｒ/E_IN  　/W  ｒｅａｌ/E_JJ  　/W  ａｎｄ/E_CC  　/W  ｂｕｒｎｉｎｇ/E_NN  　/W  ｂｒｉｄｇｅｓ/E_NNP  ．/W""}
",100,1700,endAudioData
/mnt/sdcard/pcm/English/Album/00000005_code.pcm,1484620996137,1484620997153,1484620997139,1484620997491,MSG_Result,352,云端,0,"We open bottom feeder.",none,"{""answer"":{""text"":""真心不懂，求原谅！或者我还是帮你搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9ca1fcff@ch006d0bd8d0c33d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""We open bottom feeder."",""uuid"":""36293e6b2419a4298a25a955f0c088e4query"",""wstext"":""ｗｅ/E_PRP  　/W  ｏｐｅｎ/E_JJ  　/W  ｂｏｔｔｏｍ/X  　/W  ｆｅｅｄｅｒ/E_NN  ．/W""}
",100,1650,endAudioData
/mnt/sdcard/pcm/English/Album/00000006_code.pcm,1484620998499,1484620999334,1484620999310,1484620999711,MSG_Result,401,云端,0,"File the motion.",none,"{""answer"":{""text"":""不会不会，惭愧惭愧。搜索一下，应该就会。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9ca9effe@ch01e60bd8d0c53d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""File the motion."",""uuid"":""04146440aeeade79661c3d584f45f3f8query"",""wstext"":""ｆｉｌｅ/E_NN  　/W  ｔｈｅ/E_DT  　/W  ｍｏｔｉｏｎ/E_NN  ．/W""}
",100,1450,endAudioData
/mnt/sdcard/pcm/English/Album/00000007_code.pcm,1484621000728,1484621002050,1484621002020,1484621002270,MSG_Result,250,云端,0,"Layout and head for the stars.",none,"{""debug"":{""sid"":""iat48e4d37f@ch02c60bd8d0c83d8900""},""nlp_score"":-13,""operation"":"""",""pk_fea"":{""gram_type"":""GENERAL"",""last_service"":"""",""used_hist_depth"":0},""pkscore"":0.67521969230984,""rc"":0,""score"":0.56666666269302,""semamticCostTime"":0,""semantic"":{""slots"":{""artist"":""ad for"",""song"":""the star""}},""service"":""music"",""serviceType"":""nlu"",""text"":""Layout and head for the stars."",""uuid"":""45f1cbc39e8c72d664e5f2cac087756bquery"",""version"":""2.1.5.1047"",""wstext"":""ｌａｙｏｕｔ/E_NN  　/W  ａｎｄ/E_CC  　/W  ｈｅａｄ/E_NN  　/W  ｆｏｒ/E_IN  　/W  ｔｈｅ/E_DT  　/W  ｓｔａｒｓ/E_NNP  ．/W""}
",90,1820,endAudioData
/mnt/sdcard/pcm/English/Album/00000008_code.pcm,1484621003289,1484621003993,1484621003979,1484621004330,MSG_Result,351,云端,0,"For album I am.",none,"{""debug"":{""sid"":""iat63f486ff@ch01110bd8d0ca3d8900""},""nlp_score"":-9.9804697036743,""operation"":""LAUNCH"",""pk_fea"":{""gram_type"":""GENERAL"",""last_service"":"""",""used_hist_depth"":0},""pkscore"":0.63846391464735,""rc"":0,""score"":0.33333331346512,""semamticCostTime"":0,""semantic"":{""slots"":{""waveband"":""am""}},""service"":""radio"",""serviceType"":""nlu"",""text"":""For album I am."",""uuid"":""28210e80240f0b7523a3258037410d26query"",""version"":""2.1.5.1047"",""wstext"":""ｆｏｒ/E_IN  　/W  ａｌｂｕｍ/E_NN  　/W  ｉ/E_PRP  　/W  ａｍ/E_VB  ．/W""}
",100,1330,endAudioData
/mnt/sdcard/pcm/English/Album/00000009_code.pcm,1484621005357,1484621006932,1484621006919,1484621007169,MSG_Result,250,云端,0,"Play album I cry when I laugh.",none,"{""answer"":{""text"":""真心不懂，求原谅！或者我还是帮你搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9cba7f7f@ch01580bd8d0cc3d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""Play album I cry when I laugh."",""uuid"":""b865ecc7936554a7791f3dbf9254a86equery"",""wstext"":""ｐｌａｙ/E_NN  　/W  ａｌｂｕｍ/E_NN  　/W  ｉ/E_PRP  　/W  ｃｒｙ/E_NN  　/W  ｗｈｅｎ/E_WRB  　/W  ｉ/E_PRP  　/W  ｌａｕｇｈ/E_NN  ．/W""}
",80,2000,endAudioData
/mnt/sdcard/pcm/English/Album/00000010_code.pcm,1484621008177,1484621009317,1484621009298,1484621009699,MSG_Result,401,云端,0,"For real the last dance.",none,"{""answer"":{""text"":""还真被你问倒了，要不帮你搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9ca9e6fd@ch00a90bd8d0cf3d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""For real the last dance."",""uuid"":""d151f1be6c414ddf3d622636f893c22bquery"",""wstext"":""ｆｏｒ/E_IN  　/W  ｒｅａｌ/E_JJ  　/W  ｔｈｅ/E_DT  　/W  ｌａｓｔ/E_JJ  　/W  ｄａｎｃｅ/E_NN  ．/W""}
",100,1620,endAudioData
/mnt/sdcard/pcm/English/Album/00000011_code.pcm,1484621010713,1484621012002,1484621011988,1484621012342,MSG_Result,354,云端,0,"Play out like that the dark.",none,"{""answer"":{""text"":""这个问题，我问了一圈机器，都不会。咱还是搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9ca9edfe@ch02be0bd8d0d23d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""Play out like that the dark."",""uuid"":""86b410aba249292e3654adc2402b6198query"",""wstext"":""ｐｌａｙ/E_NN  　/W  ｏｕｔ/E_NNP  　/W  ｌｉｋｅ/E_NN  　/W  ｔｈａｔ/E_DT  　/W  ｔｈｅ/E_DT  　/W  ｄａｒｋ/E_NN  ．/W""}
",90,1780,endAudioData
/mnt/sdcard/pcm/English/Album/00000012_code.pcm,1484621013352,1484621014655,1484621014634,1484621014885,MSG_Result,251,云端,0,"Play out the mobile orchestra.",none,"{""answer"":{""text"":""这个问题，我问了一圈机器，都不会。咱还是搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9437d8ff@ch01580bd8d0d43d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""Play out the mobile orchestra."",""uuid"":""2ce2059692e531d72cfc24d645867209query"",""wstext"":""ｐｌａｙ/E_NN  　/W  ｏｕｔ/E_NNP  　/W  ｔｈｅ/E_DT  　/W  ｍｏｂｉｌｅ/E_NNP  　/W  ｏｒｃｈｅｓｔｒａ/E_NN  ．/W""}
",80,1930,endAudioData
/mnt/sdcard/pcm/English/Album/00000013_code.pcm,1484621015910,1484621017345,1484621017327,1484621017577,MSG_Result,250,云端,0,"For real and panic stations.",none,"{""answer"":{""text"":""真心不懂，求原谅！或者我还是帮你搜索下吧。"",""topic"":""unknown"",""type"":""T""},""debug"":{""sid"":""iat9cbabdff@ch03790bd8d0d73d8900""},""operation"":""ANSWER"",""pkscore"":0,""rc"":0,""score"":0.1,""semamticCostTime"":0,""service"":""pattern"",""serviceType"":""cqa"",""text"":""For real and panic stations."",""uuid"":""508171a0e1f6f2603a6aaf1e6ff78bfdquery"",""wstext"":""ｆｏｒ/E_IN  　/W  ｒｅａｌ/E_JJ  　/W  ａｎｄ/E_CC  　/W  ｐａｎｉｃ/E_NN  　/W  ｓｔａｔｉｏｎｓ/E_NNS  ．/W""}
",100,1960,endAudioData
/mnt/sdcard/pcm/English/Album/00000014_code.pcm,1484621018591,1484621019717,1484621019704,1484621020005,MSG_Result,301,云端,0,"For real damn paper guns.",none,"{""debug"":{""sid"":""iat22b672ff@ch023f0bd8d0d93d8900""},""nlp_score"":-18.980470657349,""operation"":""LAUNCH"",""pk_fea"":{""gram_type"":""GENERAL"",""last_service"":"""",""used_hist_depth"":0},""pkscore"":0.59402715411447,""rc"":0,""score"":0.24000000953674,""semamticCostTime"":0,""semantic"":{""slots"":{""waveband"":""am""}},""service"":""radio"",""serviceType"":""nlu"",""text"":""For real damn paper guns."",""uuid"":""765fe8ef5953dcfd97abba34734393b8query"",""version"":""2.1.5.1047"",""wstext"":""ｆｏｒ/E_IN  　/W  ｒｅａｌ/E_JJ  　/W  ｄａｍｎ/E_NN  　/W  ｐａｐｅｒ/E_NN  　/W  ｇｕｎｓ/E_NNS  ．/W""}
",100,1640,endAudioData
